101,TLL311,REL104,CIEC-09,FIL101,
102,MDE103,ARQ592,,,
103,TEL593,BMD301,CCC401,ART108,
104,SEL407,DEP117,,,
105,COM215,DER206,COM403,MAT109,
106,ADM402,COM406,MER408,CIV302,BMD201
107,MEC309,CIV301,IND427,,
108,CDEL-01,INF301,,,
109,CGTH-06,DER311,LCI304,DEP110,COM213
110,QUI101,CIV303,ARQ438,,
111,CIV402,DER209,TLL306,MDE301,
112,ESP101,POR104,DER305,ING116,
113,MDE214,TEL593,,,
114,DER219,COM306,CCC401,COM421,
115,CON312,DER114,PSE313,,
116,ECO103,CON203,MEC301,SEL406,BIO201
117,CCC207,TUR103,MER202,LCC101,SEL402
118,IND302,NUE102,BMD502,MAN101,CIV301
119,MDE311,MER314,FRA101,DER402,
120,CIV311,NUE302,,,
121,BIO201,CDC-05,,,
122,IND593,PSE316,,,
123,MAT205,COM105,REL305,MAT101,
124,INF301,DER305,REL319,COM316,LCC103
125,BMD403,ALE102,PSE106,,
126,DGR400,ADM408,MAT201,BMD403,ITA104
127,BMD403,DER310,ARQ335,CCC406,
128,CCC302,PSE300,NUE302,TEL402,
129,CEHG-10,MDE309,COM208,ART111,COM306
130,DER418,MAT205,LCC102,COM303,NUE201
131,REL307,ARQ429,BMD304,,
132,TUR208,DCD206,,,
133,CCC501,CPO101,ECO103,COM104,
134,IND419,PSE107,,,
135,FIN305,DER411,DGR200,IND302,BMD402
136,LOG403,CFP-05,DCD206,,
137,MEC401,IND404,IND513,IND309,
138,DGR202,CON308,POR102,INV201,ESP102
139,ARQ303,COM423,CCC406,ESP101,CIV310
140,LOG401,MDE108,DGR301,CIV501,ESP101
141,ARQ100,REL409,CIV306,,
142,MDE306,MDE213,,,
143,COM204,PSE301,,,
144,DER421,CIV311,MER409,ALE101,
145,CPSS-01,ADM407,REL409,CFP-01,
146,CPO101,PSE316,DGR592,CCC405,CPO307
147,PSE303,FIL401,,,
148,ELE302,PSE315,,,
149,CIV504,CCC208,IND101,,
150,MER204,COM421,ING107,CCC205,
151,CIV402,CCC207,COM315,,
152,REH302,MDE209,CIEC-07,CIV504,COM315
153,FIS204,ARQ438,FRA101,CCC105,
154,DER411,BMD303,,,
155,MAT301,PSE202,LCC104,COM204,DEP101
156,SOC101,TEL902,MAT205,DGR101,SEL308
157,MDE202,CON312,ART105,ECO103,
158,MER203,CEER-15,,,
159,DER321,CPSS-01,MAT107,,
160,MDE201,NUE204,CPSS-03,,
161,MDE209,ADM301,DER219,,
162,MAT301,ELE302,,,
163,COM104,PSE109,TEL402,MEC101,DER415
164,REL402,ARQ301,MDE309,COM406,MDE306
165,CIEC-09,TUR208,ARQ412,ADM402,DEP109
166,NUE206,DER107,CPO307,,
167,DEP107,IND413,,,
168,ESP102,FIN408,COM101,MAT109,
169,MEC405,PSE405,,,
170,DER218,NADI 6,,,
171,CCC501,ADM594,MDE303,DEP101,
172,COM316,REL319,SEL402,TEL402,
173,CCC411,DER404,MAT101,TUR408,ARQ335
174,PSE207,CCC207,IND513,ART111,DGR304
175,CICA-05,SEL401,DEP117,,
176,DEP109,MDE103,HIS101,PSE107,
177,MER409,CEHG-05,DER219,PSE307,CSI-03
178,DER421,PSE308,ARQ222,CIV506,
179,ING113,MDE208,DEP107,,
180,ING111,MAT203,,,
181,PSE110,ARQ241,,,
182,NUE303,MDE303,,,
183,MDE403,NUE204,,,
184,TUR306,POR104,REL409,CIV404,DER204
185,ARQ427,CPSS-02,,,
186,CIV406,CCC303,MDE107,,
187,DER205,CIV409,FRA104,,
188,ARQ404,MER304,ECO204,IND418,COM303
189,MDE201,MAT303,,,
190,NADI 4,MDE108,TEL101,DER418,
191,CCC401,FIN414,MEC309,,
192,ARQ301,BMD406,ADM593,,
193,ECO103,MAN103,,,
194,NUE205,DCD304,,,
195,COM404,DGR304,LCP105,PSE103,
196,REH303,CCC104,TEL402,,
197,CIEC-08,MDE204,MER207,,
198,IND302,MDE106,,,
199,DCD302,DER105,NADI 6,,
200,TUR408,CDI-1,INV201,SEL301,CIEC-07
201,NADG 8,ARQ101,COM308,,
202,FRA103,DGR200,MDE108,CDA-03,DEP109
203,CEAO-08,PSE208,,,
204,FRA104,CCC505,CDEL-03,CICA-05,
205,MEC401,CIV507,PSE300,DER425,
206,CEAO-10,COM218,MAN102,,
207,DER103,HIS302,,,
208,PSE212,MDE203,,,
209,POR102,BMD407,BIO202,MAT202,
210,MAT104,CIV401,ART111,,
211,CEOF-07,DGR101,,,
212,ESP102,MDE203,,,
213,PSE202,POR102,TEL402,,
214,CEER-12,SEL401,,,
215,CPSS-01,MDE107,CCC305,HIS301,
216,DER421,COM426,INF405,CIV309,DEP101
217,CIV305,PSE108,DER410,,
218,ECO204,MDE208,,,
219,FIN402,CEER-15,MER208,COM211,PSE301
220,MER304,SEL402,,,
221,FIN408,MDE214,CEHG-10,MER596,FIN402
222,CIV501,MEC401,DER112,FRA102,
223,MEC405,MER207,MEC405,ECO205,SEL904
224,MAT303,COM215,,,
225,NUE102,MER409,CPSS-02,CIV503,CEER-11
226,MEC590,NADI 2,ARQ429,NUE301,
227,MER204,SEL900,,,
228,MER408,PSE308,ARQ325,IND413,
229,FIN594,INF401,MDE102,MAT201,SEL309
230,CCC404,MEC101,DER304,COM215,COM423
231,CPSS-01,ECO301,BMD301,SEL306,MDE307
232,REL402,ITA103,PSE308,,
233,DER405,MDE201,IND306,DER405,CDI-3
234,ART105,TEL592,ITA102,REL305,FIN402
235,MEC301,COM104,CCC401,CCC305,
236,DGR591,ARQ335,REH302,,
237,FIN303,MDE401,ARQ428,,
238,COM208,PSE213,MEC590,ARQ414,ECO401
239,SEL900,ARQ438,,,
240,CDA-02,TUR103,BMD502,ELE302,
241,COM426,MAT209,DER412,MAT109,
242,CIV407,ING107,MDE402,,
243,NUE102,ING114,TLL301,DER410,IND417
244,IND419,REL319,SEL901,ELE302,MDE102
245,SEL402,COM403,REL300,CCC303,NADG 8
246,MAT301,CCC505,CCC207,CCC504,
247,REH102,PSE310,,,
248,CIV311,PSE491,PSE207,CPSS-01,
249,CDEL-02,FIN413,ARQ241,SEL407,DER405
250,MAT107,DER105,BMD301,ARQ212,
251,ARQ222,ING114,,,
252,MDE208,DEP110,DCD304,FIS203,FRA101
253,MAT201,REL309,ING110,MDE207,
254,ING105,ART107,IND405,PSE202,
255,MAT303,ART102,ING115,MAT301,
256,DCD303,REL300,DCD204,DGR101,
257,CCC501,CFP-04,IND594,BMD502,
258,BMD408,DER209,BMD201,CDI-3,DCD101
259,DCD204,COM404,MDE311,CDA-05,CIV406
260,CON210,COM209,PSE202,DER403,BMD403
261,CSI-01,CSI-03,CDA-03,DER305,
262,COM214,CPSS-03,DER425,ADM401,ART105
263,DER425,DGR301,CON312,ECO301,NUE101
264,CFP-02,TUR103,DER208,ECO401,
265,CON204,MEC405,PSE304,FIN402,COM216
266,IND521,ART111,INV201,,
267,ARQ323,MAT106,,,
268,MEC401,MEC101,,,
269,DGR300,NADI 2,NUE205,PSE404,
270,COM213,DEP101,COM211,MAT301,REL104
271,FIN207,MDE206,MAT104,,
272,MDE107,ARQ212,DER425,,
273,DER111,HIS101,,,
274,TUR410,REH303,PSE310,,
275,DER423,MER304,DER306,NADI 8,BMD303
276,ARQ438,PSE402,MDE212,CEHG-10,
277,ING112,ARQ205,ARQ333,DER203,
278,PSE109,DER105,ADM403,ARQ591,
279,SEL902,MDE206,CSI-01,,
280,MER208,MDE308,DCD301,CCC406,
281,NADI 6,REL307,,,
282,REL317,NUE206,,,
283,PSE207,PSE303,NUE201,MDE106,
284,NUE204,SEL308,COM204,,
285,DER311,DER314,,,
286,TUR209,SEL902,IND303,ITA101,PSE405
287,IND101,EMP402,ART106,ART107,CEER-12
288,TUR593,MDE204,MEC306,,
289,DEP117,MAT105,ING105,BMD501,
290,NADI 8,MDE309,,,
291,IND309,COM426,INV201,HIS302,ADM404
292,CIV314,CIEC-08,CSI-02,,
293,DEP107,CEER-12,FIL101,CFP-02,ARQ100
294,DEP101,COM426,,,
295,MER208,MDE105,EMP402,MDE106,
296,ARQ438,COM307,PSI202,DER415,
297,CON203,MEC400,CEHG-05,CIV302,IND513
298,IND413,CFP-05,,,
299,ECO201,LCP208,,,
300,TEL593,TEL408,CIV407,CON312,IND427
301,CEHG-10,LCI501,,,
302,MDE310,REH102,COM311,,
303,COM215,ARQ429,LCC103,PSE301,ECO201
304,FIS203,MER208,DER103,ALE102,
305,CEPA-05,SEL904,,,
306,CCC504,DER418,ADM301,DCD303,NUE302
307,REL403,MDE215,FIS202,DER415,DER219
308,CDA-05,MDE209,NUE202,,
309,IND521,PSE208,PSE313,,
310,COM309,TUR209,SEL401,,
311,FIL402,MER202,BMD406,,
312,ING105,SEL308,,,
313,CDA-02,ITA102,,,
314,ARQ335,CEHG-05,,,
315,DER103,ARQ593,DER313,,
316,IND307,FIN401,,,
317,DER412,ADM104,,,
318,NUE208,TEL101,SEL307,DER401,
319,COM315,MDE205,,,
320,CDA-02,ESP103,MAT301,PSE203,
321,MER202,PSE300,,,
322,ING105,CIV102,,,
323,PSE302,SEL303,MAT109,,
324,ARQ342,CIEC-09,MER312,DER418,
325,MDE306,DGR102,,,
326,PSE309,FIL102,CICA-05,COM207,BMD409
327,EMP402,BMD403,PSE107,REL303,
328,REH101,MAT209,MDE207,FIN401,
329,MAT104,CDI-3,,,
330,REL402,TEL402,CEHG-05,,
331,LCI301,CDEL-02,,,
332,PSE491,CIV312,DCD205,,
333,DGR403,PSI202,MAT302,MDE308,NADG 8
334,PSE213,ECO206,MEC400,,
335,BMD303,CCC106,DER312,,
336,DCD202,MER202,SEL904,CPO307,MAT304
337,MER409,ARQ427,COM310,FIS203,NADI 6
338,DER103,IND405,CCC106,MER208,
339,COM204,MDE309,TUR304,DER320,MDE102
340,SEL306,REL103,,,
341,CDA-02,CDI-2,,,
342,TEL402,POR103,PSE202,,
343,CEER-15,COM209,DER114,DEP101,IND101
344,IND513,ARQ414,DER305,ING107,
345,REL401,BMD502,,,
346,COM307,DER107,TLL308,MDE210,NUE205
347,DER320,FIN302,MAT201,,
348,ADM594,DER315,ELE302,LCC104,
349,MAN103,CON312,MDE203,SEL903,
350,CFP-05,COM306,MDE215,DER214,CIEC-07
351,CDC-07,SEL301,ADM404,BMD201,
352,ADM402,MER597,,,
353,PSE207,MER312,,,
354,CIV501,ADM407,DGR304,,
355,MAT104,ING112,PSE107,,
356,CCC303,ARQ342,SEL901,,
357,MER203,COM104,DER401,,
358,CEAO-09,MEC592,ADM103,MAT103,IND406
359,BMD402,CIV303,ELE302,ESP102,
360,DGR300,ADM402,LCP104,COM209,
361,PSE107,CIV306,BIO201,MDE102,DGR405
362,FIS201,MAT304,PSE311,ARQ438,
363,MAT210,CICA-06,,,
364,CIV409,NUE206,LCP105,ARQ303,
365,DER418,PSE205,CCC306,PSE211,
366,REL309,CIV506,NUE205,CDC-05,
367,DEP109,CPO101,,,
368,MER204,CEER-13,IND593,,
369,CEHG-05,MEC301,ECO201,HIS101,
370,COM421,MER209,,,
371,DER311,DER303,ADM407,TUR304,
372,MEC309,POR101,TEL593,,
373,NUE205,REL316,,,
374,DCD304,CPO401,MEC592,CIV306,
375,DER107,MAT102,ESP103,MDE302,ING106
376,ALE101,REL316,MDE108,LCP208,PSE316
377,ART106,CIV306,FIS201,CPSS-03,
378,COM421,EMP402,CIV407,,
379,PSE405,COM203,FIS202,DCD304,DGR301
380,CIV505,PSE301,CEER-15,PSE106,TLL314
381,MEC301,PSE203,MAT104,,
382,MER209,NUE302,FIL401,,
383,ARQ592,IND404,CCC207,SEL402,DER305
384,ING107,DER112,DEP117,ADM407,ALE102
385,TLL308,TEL592,ECO201,,
386,TEL593,DCD301,CCC303,,
387,MEC592,ARQ412,FIN207,MER598,REH102
388,COM594,DEP109,PSE308,,
389,IND406,ECO103,,,
390,CIV492,MEC401,CON203,CDC-05,INF201
391,FIS203,DCD101,PSE303,ECO205,CDI-2
392,MDE214,COM214,MER309,DCD301,COM208
393,DER304,MDE206,IND302,,
394,ADM404,ARQ401,,,
395,ARQ342,CCC411,ING115,,
396,FIL401,COM312,,,
397,FIS201,COM209,MDE305,,
398,CDI-2,CIV314,,,
399,DER219,IND513,ING111,,
400,IND307,CSI-03,TLL308,CEER-15,ADM103
401,ADM402,ING108,MER204,CDA-05,
402,DER315,ALE102,MDE402,COM207,POR103
403,NADI 8,REL401,CCC303,DCD204,
404,MDE215,COM213,,,
405,HIS301,IND417,CFP-05,,
406,REL314,ADM105,,,
407,SEL407,CON302,,,
408,MDE203,CPO307,PSE301,,
409,ARQ593,CIV303,,,
410,FIN414,COM307,MEC309,PSE107,MDE206
411,PSE407,DER204,POR104,,
412,MAT101,DGR591,FIS203,DEP109,
413,MDE201,MDE308,DER410,TEL409,
414,IND302,PSE203,CDA-03,MAT102,DGR405
415,COM308,IND406,ECO401,MAT209,
416,PSE208,REH303,DER404,MAT104,
417,FIN402,ING108,PSE108,,
418,COM315,LOG403,,,
419,DER205,DGR200,,,
420,MER407,ART108,ART105,,
421,CCC405,MDE102,BMD408,DER208,
422,MAT302,CDA-01,BMD406,,
423,ADM403,CEAO-09,COM593,,
424,CDI-1,REL402,MER598,IND419,BMD402
425,CICA-05,CEAO-10,CCC411,ING110,
426,FIL102,REL302,MER202,MEC300,CEPA-05
427,REH303,CIV301,,,
428,PSE211,FRA102,TUR208,,
429,EMP401,BMD201,TLL308,COM214,DER311
430,NUE303,SEL306,,,
431,MDE403,REL309,DGR102,MAT203,PSE405
432,DEP101,PSE307,DGR102,TUR306,
433,CIV413,PSE407,,,
434,REL300,DER203,REL302,,
435,BMD502,SEL901,NUE206,,
436,ITA101,SEL307,,,
437,ART106,ADM303,,,
438,REL305,MDE403,QUI101,MER204,
439,FIN413,CDI-2,PSE202,COM213,FIN207
440,CIV102,PSE109,,,
441,DER113,HIS101,REL103,ESP103,
442,LOG403,ARQ593,PSE404,FIL402,
443,MDE216,TLL314,CDEL-01,MDE205,COM312
444,LCC103,NUE201,MDE102,LCP105,
445,MDE215,BMD403,COM406,CON210,DCD303
446,ARQ428,CCC105,DER205,,
447,QUI101,BMD501,,,
448,MAN104,ARQ591,,,
449,FIS202,DGR102,,,
450,MAT103,ARQ101,CIV401,,
451,ARQ342,REL409,,,
452,DER424,FRA104,MEC306,,
453,COM402,FIN401,CIEC-09,MAT201,MAT201
454,ING105,CEER-15,CIV412,,
455,ADM402,MER207,CCC205,,
456,NUE208,PSE310,SOC101,ARQ402,
457,ECO205,BMD201,,,
458,CON203,TLL308,REL402,,
459,BMD100,COM103,DER203,,
460,NUE201,FIL102,DCD205,FIL101,REL314
461,REH101,FIN414,TLL313,,
462,DER322,DCD205,CIV305,TUR304,
463,CIV492,CCC207,CSI-02,CIV304,
464,DER214,DER214,,,
465,COM101,NADG 2,SEL903,,
466,CIV311,MDE309,,,
467,DCD304,CON308,,,
468,CIV501,HIS302,ELE302,DER304,ING112
469,DER415,TLL306,DER314,ARQ592,
470,ARQ404,MDE305,CCC401,CON312,
471,MAT302,DEP109,MDE310,,
472,CPO401,IND593,,,
473,CFP-05,BMD402,MDE208,,
474,CEER-11,MAT203,MER408,NADI 2,CIV413
475,IND417,TEL593,,,
476,CDA-03,NUE302,FIL101,,
477,MER202,ART106,TLL301,CPSS-01,
478,CIEC-08,ARQ591,NUE303,PSE301,
479,ARQ414,NADI 4,LCC102,COM218,DER404
480,CDA-02,COM316,CON203,QUI101,
481,COM211,COM402,LCP105,COM103,DER103
482,CDEL-01,CDC-07,PSE407,CEHG-05,PSE202
483,CCC407,COM208,COM104,ING112,ARQ504
484,PSE402,LOG301,CCC406,COM404,
485,MDE307,TUR410,ITA103,NUE203,CCC404
486,COM306,PSE108,ESP102,,
487,NUE303,ECO204,MER203,CPO401,
488,COM423,CIV507,,,
489,MAT205,TEL902,MDE210,CIEC-08,SEL309
490,ADM403,CEER-15,ARQ427,,
491,NADG 8,DER321,,,
492,LOG401,TEL409,FIN414,,
493,COM105,MEC306,CCC404,ARQ103,PSE203
494,CPO101,CPSS-03,CIV492,COM312,
495,ECO301,COM201,TUR103,CEHG-10,LCC104
496,DER422,CPO307,ARQ428,FIN408,
497,CCC401,NADI 4,,,
498,CIV413,CIV102,ARQ325,ARQ592,DCD205
499,FIN305,CIV404,,,
500,NUE101,IND307,CCC405,,
501,NUE205,DEP109,DER103,PSE214,MDE107
502,CIV310,MDE101,,,
503,BMD304,ITA102,NADI 4,FIN303,CEOF-07
504,DGR200,DER103,CIV202,LCC104,
505,ART111,ING111,DER202,,
506,COM208,PSE407,CCC205,,
507,CIV505,POR101,CEER-12,,
508,ELE302,PSE207,LCI501,TEL409,
509,MAT106,DCD205,SEL301,IND427,
510,DER422,CCC205,DER306,,
511,POR103,ADM103,PSE407,,
512,ARQ427,ING106,REL491,NADI 4,NADG 2
513,TLL301,BIO201,,,
514,NADG 4,ART106,TEL402,DER312,
515,REL307,TUR593,COM403,MAT107,FRA104
516,MER312,MDE209,PSE208,MDE105,
517,NUE201,CDA-03,COM209,PSE304,
518,ARQ414,CCC205,,,
519,ECO201,MER206,IND502,,
520,MDE105,ARQ412,DER304,TUR208,
521,ART107,IND302,PSE213,ING116,
522,EMP401,CGTH-05,DER310,SEL901,CEAO-09
523,CIV312,TLL311,CSI-01,,
524,CIV409,ARQ429,TLL313,ARQ591,
525,CIV103,IND418,MDE402,SOC101,
526,SEL306,CEER-15,CPO307,COM409,
527,ING114,CCC405,MAT205,CEHG-10,
528,COM311,NUE303,CCC405,TLL301,
529,ART111,DER410,ARQ427,PSE316,
530,CCC593,ESP102,DER313,PSE103,
531,LCI301,ARQ593,DCD101,,
532,DER114,EMP401,NUE101,,
533,ADM594,REH101,COM593,PSE212,CCC104
534,IND306,COM593,IND101,,
535,MDE208,DER402,DER217,REL403,ADM303
536,ITA103,MEC408,FIN207,,
537,COM309,DER415,DER315,MEC301,ECO401
538,TLL314,FIS203,MER208,DER111,MER408
539,ECO103,REL402,,,
540,ART107,CON204,,,
541,CPO101,MDE214,,,
542,CPSS-01,IND593,MDE205,,
543,DER205,ARQ205,MDE202,ARQ438,
544,MAT109,LCC103,TLL313,SEL901,ING110
545,DGR101,IND405,DCD301,CIV404,
546,ALE101,FIS205,CEAO-09,,
547,IND418,SEL901,,,
548,NUE204,REL402,BMD304,,
549,DER312,MER597,FIN593,,
550,PSE301,MDE302,ARQ212,BMD406,PSE103
551,DGR301,PSE109,MDE213,,
552,CDA-04,FIN594,,,
553,FIS205,ING115,MEC309,,
554,BMD405,DEP101,COM315,NADG 2,DER219
555,CCC594,DER404,FRA104,PSE311,
556,POR104,COM105,,,
557,CFP-01,DER305,,,
558,MDE203,MDE309,FIS202,COM101,
559,ARQ591,FRA103,MDE107,,
560,PSE107,DER311,DER304,,
561,COM211,COM423,,,
562,FIS205,CON210,DER313,,
563,CDC-06,DER411,,,
564,PSE404,MAT101,,,
565,DER211,CPSS-01,ADM401,,
566,TEL408,SOC101,CCC106,,
567,PSE103,PSE307,CIV304,ING106,
568,COM311,MEC309,BMD408,TEL402,
569,MDE212,ALE102,DER202,ING108,NUE202
570,MDE301,PSE304,MEC400,CFP-03,
571,CIV503,MDE208,MAN102,,
572,BMD501,MAT104,CIEC-07,MDE102,
573,PSE309,DGR100,,,
574,DGR403,DER401,DER404,,
575,SEL401,LCC104,,,
576,DGR300,ARQ402,,,
577,CEER-10,CEAO-10,LCI302,,
578,NADI 4,FIN401,ESP103,MDE302,BMD304
579,REL314,CEHG-10,,,
580,CDI-1,IND413,TUR209,INF405,
581,HIS101,DER219,TEL402,TLL306,
582,MDE212,REL303,CDEL-03,,
583,DER111,MER208,CIV407,,
584,MDE214,DER402,MEC592,FIS201,
585,TEL904,CIEC-08,PSE207,,
586,CEER-15,COM207,MER309,COM101,
587,COM308,PSE205,COM213,,
588,SEL902,ARQ241,ECO204,REL314,
589,FIN305,CFP-05,REL307,REL303,
590,LOG403,CDC-05,CCC302,SEL406,PSE205
591,CICA-06,MDE401,NUE204,LCC103,
592,ADM407,DER111,,,
593,PSE303,CIV402,MDE105,CGTH-05,TUR209
594,ITA102,COM403,BMD301,,
595,NUE206,CIEC-08,CCC504,MER598,NADG 8
596,CPSS-01,IND303,,,
597,CIV305,CIV102,,,
598,ARQ428,CON203,REL403,MDE104,
599,HIS101,ARQ212,,,
600,DER411,SEL306,MAN102,MDE206,
601,DER207,NUE302,,,
602,REL401,IND513,DCD304,CPO101,ARQ429
603,CCC306,LOG403,DER315,,
604,SEL307,IND418,COM215,,
605,SEL901,CDI-2,IND417,CPSS-02,
606,DCD304,COM105,,,
607,CDA-03,ARQ592,COM209,,
608,DER202,PSE313,IND302,,
609,MDE403,DER208,DER218,,
610,LCI302,DGR400,PSE207,,
611,DGR101,MER304,CGTH-06,COM215,CIV505
612,ING113,DER422,DEP101,REL303,TLL314
613,CCC406,MDE207,CIV309,,
614,MDE306,LCC103,DER320,,
615,ARQ428,LCC102,PSE316,,
616,BMD100,ADM103,,,
617,FIS203,CDEL-02,SEL308,REH303,
618,COM404,MDE201,PSE309,,
619,CEAO-08,TLL308,ARQ335,,
620,DER423,NUE203,ARQ592,,
621,QUI101,ART105,COM311,,
622,CEER-12,SEL407,,,
623,ADM301,ARQ333,IND302,NUE201,
624,PSI202,SEL902,CGTH-05,CIV504,CCC303
625,COM309,DER311,,,
626,ESP103,CEER-10,,,
627,NUE303,POR101,COM308,,
628,IND502,ARQ504,POR104,CIV407,IND302
629,CPSS-03,ADM404,MDE202,,
630,DCD301,CIV102,CON312,REH101,
631,MEC301,PSE315,ARQ301,,
632,CIV103,MER309,MER407,,
633,DER112,FIN303,,,
634,DGR102,DER113,REH101,PSE301,
635,CPSS-03,MAT101,,,
636,DER310,TLL306,MDE214,IND413,COM213
637,ING115,CEHG-10,HIS302,,
638,MDE208,BMD100,BMD304,CCC105,
639,DER306,FRA104,,,
640,COORD-01,BIO202,TEL409,MER408,NUE203
641,MDE214,REL305,SEL307,,
642,CCC106,POR102,DER218,ADM408,HIS302
643,DGR301,DER418,ARQ212,,
644,MEC306,ADM402,ING108,,
645,CIV402,MDE402,MAT301,DER320,
646,DCD202,COM415,DGR400,COM423,
647,ADM401,IND413,PSE405,,
648,CDEL-02,COM203,PSE205,DCD304,
649,MAT102,ARQ593,MDE214,BMD201,
650,FIN594,ITA103,LCP104,ITA104,
651,CIV403,ARQ303,COM594,,
652,DEP101,IND302,ART105,,
653,COM216,DCD304,IND594,LCP208,LCP104
654,ADM104,ADM303,TLL308,IND513,
655,COM307,MEC405,DER423,DER113,DGR101
656,FIN414,FIL402,MAT101,TUR103,REH101
657,MDE213,MDE105,BIO203,ART111,DEP110
658,BMD301,FIN305,ART105,BIO203,
659,IND404,ADM103,SEL903,,
660,DER315,CICA-07,,,
661,MAT304,HIS302,,,
662,MER409,CON210,,,
663,MER208,MAN102,PSE208,FIS203,
664,ARQ325,DER303,MER309,DER111,DER322
665,SEL406,HIS101,DER321,LCI301,COM593
666,ARQ428,MER202,CIEC-09,COM101,PSE405
667,ESP103,REL401,BMD403,,
668,IND406,COM315,CSI-01,,
669,REL317,DCD303,DER421,COM312,MDE216
670,HIS101,MDE101,ARQ205,MAT109,MDE211
671,IND307,BMD201,,,
672,PSE313,MEC592,,,
673,DCD302,MAT106,TLL301,,
674,CCC302,DEP101,,,
675,CIV507,CSI-02,ING114,MDE311,MDE305
676,DGR405,ARQ323,FRA102,SEL309,IND521
677,CCC407,REL103,,,
678,CPO401,DEP117,MDE308,,
